CustomerID,TotalTransactions,TotalItems,UniqueItems,TotalQuantity,AverageQuantity,TotalSpend,AverageSpend,FirstPurchase,LastPurchase,Country,CustomerActivityDays
14056.0,23,1088,330,4252.0,3.9080882352941178,0.0,18.0,2011-02-28 15:19:00,2011-12-08 13:36:00,UNITED KINGDOM,282
14057.0,17,283,179,4873.0,17.219081272084807,0.0,18.0,2010-12-14 12:11:00,2011-11-16 10:32:00,UNITED KINGDOM,336
14059.0,1,8,8,128.0,16.0,0.0,18.0,2011-03-18 10:06:00,2011-03-18 10:06:00,UNITED KINGDOM,0
14060.0,19,202,87,5386.0,26.663366336633665,0.0,18.0,2010-12-02 12:11:00,2011-12-05 12:29:00,UNITED KINGDOM,368
14062.0,12,111,62,5593.0,50.387387387387385,0.0,18.0,2010-12-10 15:56:00,2011-11-30 10:04:00,UNITED KINGDOM,354
14064.0,5,77,59,1772.0,23.01298701298701,0.0,18.0,2011-03-10 12:59:00,2011-11-10 13:14:00,UNITED KINGDOM,245
14066.0,1,7,7,45.0,6.428571428571429,0.0,18.0,2011-03-18 12:21:00,2011-03-18 12:21:00,UNITED KINGDOM,0
14067.0,2,52,51,361.0,6.9423076923076925,0.0,18.0,2011-09-04 12:00:00,2011-10-07 10:21:00,UNITED KINGDOM,32
14068.0,1,24,22,73.0,3.0416666666666665,0.0,18.0,2011-01-23 16:02:00,2011-01-23 16:02:00,UNITED KINGDOM,0
14071.0,8,323,271,994.0,3.0773993808049536,0.0,18.0,2011-03-20 11:33:00,2011-12-06 12:27:00,UNITED KINGDOM,261
14073.0,1,13,13,130.0,10.0,0.0,18.0,2011-11-07 15:49:00,2011-11-07 15:49:00,UNITED KINGDOM,0
14075.0,3,43,33,754.0,17.53488372093023,0.0,18.0,2011-03-23 16:35:00,2011-12-05 08:38:00,UNITED KINGDOM,256
14076.0,1,44,43,79.0,1.7954545454545454,0.0,18.0,2011-08-02 15:19:00,2011-08-02 15:19:00,UNITED KINGDOM,0
14077.0,5,42,33,268.0,6.380952380952381,0.0,18.0,2011-03-10 15:52:00,2011-10-30 12:35:00,UNITED KINGDOM,233
14078.0,6,65,46,310.0,4.769230769230769,0.0,18.0,2010-12-01 12:54:00,2011-08-30 12:16:00,UNITED KINGDOM,271
14079.0,1,12,12,301.0,25.083333333333332,0.0,18.0,2011-08-07 12:10:00,2011-08-07 12:10:00,UNITED KINGDOM,0
14080.0,1,4,4,48.0,12.0,0.0,18.0,2011-11-07 11:09:00,2011-11-07 11:09:00,UNITED KINGDOM,0
14081.0,2,150,126,592.0,3.9466666666666668,0.0,18.0,2010-12-05 15:47:00,2011-02-10 16:17:00,UNITED KINGDOM,67
14082.0,1,29,28,110.0,3.793103448275862,0.0,18.0,2010-12-10 11:02:00,2010-12-10 11:02:00,UNITED KINGDOM,0
14083.0,9,177,162,705.0,3.983050847457627,0.0,18.0,2010-12-03 12:24:00,2011-12-05 13:14:00,UNITED KINGDOM,367
14085.0,18,448,274,3177.0,7.091517857142857,0.0,18.0,2010-12-06 12:39:00,2011-12-07 13:46:00,UNITED KINGDOM,366
14087.0,1,68,61,250.0,3.676470588235294,0.0,18.0,2011-12-07 12:41:00,2011-12-07 12:41:00,UNITED KINGDOM,0
14088.0,13,589,379,12665.0,21.502546689303905,110.0,110.0,2011-01-21 13:07:00,2011-11-29 16:16:00,UNITED KINGDOM,312
14089.0,1,13,13,133.0,10.23076923076923,0.0,18.0,2011-10-14 10:38:00,2011-10-14 10:38:00,UNITED KINGDOM,0
14090.0,1,1,1,72.0,72.0,0.0,18.0,2011-01-19 10:51:00,2011-01-19 10:51:00,UNITED KINGDOM,0
14092.0,14,214,117,2066.0,9.654205607476635,0.0,18.0,2010-12-16 15:47:00,2011-12-02 12:13:00,UNITED KINGDOM,350
14093.0,1,100,95,391.0,3.91,0.0,18.0,2011-11-27 16:27:00,2011-11-27 16:27:00,UNITED KINGDOM,0
14096.0,17,5111,1129,16352.0,3.1993738994325964,0.0,18.0,2011-08-30 10:49:00,2011-12-05 17:17:00,UNITED KINGDOM,97
14098.0,1,21,21,104.0,4.9523809523809526,0.0,18.0,2011-11-03 10:13:00,2011-11-03 10:13:00,UNITED KINGDOM,0
14099.0,11,250,169,2179.0,8.716,0.0,18.0,2010-12-20 11:14:00,2011-11-23 13:53:00,UNITED KINGDOM,338
14100.0,1,25,24,63.0,2.52,0.0,18.0,2011-07-25 11:01:00,2011-07-25 11:01:00,UNITED KINGDOM,0
14101.0,6,35,15,6942.0,198.34285714285716,0.0,18.0,2011-01-17 13:09:00,2011-09-27 12:28:00,UNITED KINGDOM,252
14102.0,5,58,35,769.0,13.258620689655173,0.0,18.0,2011-10-26 12:46:00,2011-12-04 15:38:00,UNITED KINGDOM,39
14104.0,2,21,21,72.0,3.4285714285714284,85.0,85.0,2011-06-27 12:49:00,2011-07-08 12:50:00,UNITED KINGDOM,11
14105.0,1,74,74,800.0,10.81081081081081,0.0,18.0,2011-04-14 17:58:00,2011-04-14 17:58:00,UNITED KINGDOM,0
14107.0,7,123,61,1793.0,14.577235772357724,0.0,18.0,2010-12-10 13:29:00,2011-10-19 12:12:00,UNITED KINGDOM,312
14108.0,2,34,33,381.0,11.205882352941176,0.0,18.0,2011-08-30 11:32:00,2011-11-09 10:41:00,UNITED KINGDOM,70
14109.0,1,9,9,88.0,9.777777777777779,0.0,18.0,2011-09-28 10:18:00,2011-09-28 10:18:00,UNITED KINGDOM,0
14110.0,12,156,94,2457.0,15.75,0.0,0.0,2011-03-18 09:59:00,2011-12-06 12:26:00,UNITED KINGDOM,263
14111.0,4,10,10,458.0,45.8,15.0,15.0,2011-04-12 11:36:00,2011-11-25 13:44:00,UNITED KINGDOM,227
14112.0,7,160,120,1651.0,10.31875,0.0,18.0,2011-03-09 11:28:00,2011-11-17 12:30:00,UNITED KINGDOM,253
14113.0,4,34,26,745.0,21.91176470588235,0.0,18.0,2010-12-20 12:14:00,2011-12-06 12:18:00,UNITED KINGDOM,351
14114.0,2,15,15,101.0,6.733333333333333,0.0,18.0,2011-01-13 11:05:00,2011-03-11 09:42:00,UNITED KINGDOM,56
14116.0,5,72,61,707.0,9.819444444444445,0.0,18.0,2011-08-10 12:44:00,2011-11-20 10:29:00,UNITED KINGDOM,101
14117.0,1,3,3,72.0,24.0,0.0,18.0,2011-07-19 09:49:00,2011-07-19 09:49:00,UNITED KINGDOM,0
14121.0,4,159,148,2082.0,13.09433962264151,25.0,25.0,2011-10-11 10:39:00,2011-12-06 12:19:00,UNITED KINGDOM,56
14124.0,1,5,4,1618.0,323.6,0.0,18.0,2011-09-16 13:32:00,2011-09-16 13:32:00,UNITED KINGDOM,0
14125.0,3,166,159,1628.0,9.80722891566265,25.0,25.0,2011-09-22 15:40:00,2011-11-29 12:47:00,UNITED KINGDOM,67
14126.0,3,15,14,508.0,33.86666666666667,15.0,15.0,2011-11-29 12:21:00,2011-12-02 11:45:00,UNITED KINGDOM,2
14127.0,3,44,38,321.0,7.295454545454546,0.0,18.0,2011-02-02 12:26:00,2011-08-09 10:49:00,UNITED KINGDOM,187
14128.0,2,46,40,564.0,12.26086956521739,0.0,18.0,2011-03-29 10:49:00,2011-10-10 12:00:00,UNITED KINGDOM,195
14129.0,5,52,34,592.0,11.384615384615385,0.0,18.0,2011-03-24 08:44:00,2011-12-08 11:02:00,UNITED KINGDOM,259
14130.0,1,66,66,257.0,3.893939393939394,0.0,18.0,2011-01-24 16:05:00,2011-01-24 16:05:00,UNITED KINGDOM,0
14132.0,11,200,99,3368.0,16.84,0.0,18.0,2011-06-09 12:04:00,2011-12-07 13:35:00,UNITED KINGDOM,181
14133.0,3,28,26,348.0,12.428571428571429,0.0,18.0,2011-01-28 11:27:00,2011-08-02 11:34:00,UNITED KINGDOM,186
14135.0,15,134,96,3850.0,28.73134328358209,0.0,18.0,2010-12-02 10:27:00,2011-12-08 11:38:00,UNITED KINGDOM,371
14138.0,2,46,40,600.0,13.043478260869565,0.0,18.0,2011-10-07 09:38:00,2011-12-08 12:44:00,UNITED KINGDOM,62
14139.0,1,26,26,510.0,19.615384615384617,0.0,18.0,2011-10-24 13:34:00,2011-10-24 13:34:00,UNITED KINGDOM,0
14140.0,2,66,60,811.0,12.287878787878787,0.0,18.0,2011-11-08 11:20:00,2011-12-06 09:05:00,UNITED KINGDOM,27
14141.0,4,40,27,355.0,8.875,0.0,18.0,2011-08-26 14:40:00,2011-12-07 09:53:00,UNITED KINGDOM,102
14142.0,1,22,22,313.0,14.227272727272727,0.0,18.0,2010-12-01 16:33:00,2010-12-01 16:33:00,UNITED KINGDOM,0
14143.0,1,7,7,30.0,4.285714285714286,0.0,18.0,2011-07-29 09:48:00,2011-07-29 09:48:00,UNITED KINGDOM,0
14145.0,4,11,6,756.0,68.72727272727273,0.0,18.0,2011-05-06 13:01:00,2011-10-24 12:10:00,UNITED KINGDOM,170
14146.0,5,210,183,2437.0,11.604761904761904,0.0,18.0,2010-12-17 15:52:00,2011-12-01 10:18:00,UNITED KINGDOM,348
14147.0,2,5,4,108.0,21.6,0.0,18.0,2011-02-27 11:42:00,2011-09-22 18:10:00,UNITED KINGDOM,207
14148.0,1,3,3,16.0,5.333333333333333,0.0,18.0,2011-04-20 12:02:00,2011-04-20 12:02:00,UNITED KINGDOM,0
14149.0,1,28,28,218.0,7.785714285714286,0.0,18.0,2011-05-03 09:44:00,2011-05-03 09:44:00,UNITED KINGDOM,0
14150.0,2,26,23,496.0,19.076923076923077,0.0,18.0,2010-12-15 10:04:00,2011-11-04 10:05:00,UNITED KINGDOM,324
14152.0,2,49,47,711.0,14.510204081632653,0.0,18.0,2011-04-19 15:46:00,2011-09-25 12:54:00,UNITED KINGDOM,158
14154.0,2,52,52,465.0,8.942307692307692,195.0,195.0,2011-04-14 15:58:00,2011-04-14 16:26:00,UNITED KINGDOM,0
14155.0,1,6,6,25.0,4.166666666666667,0.0,18.0,2011-03-18 14:13:00,2011-03-18 14:13:00,UNITED KINGDOM,0
14157.0,2,46,45,271.0,5.891304347826087,0.0,18.0,2011-02-27 13:04:00,2011-11-20 11:32:00,UNITED KINGDOM,265
14158.0,1,41,41,781.0,19.048780487804876,0.0,18.0,2011-10-30 15:08:00,2011-10-30 15:08:00,UNITED KINGDOM,0
14159.0,11,1175,507,4348.0,3.7004255319148935,0.0,18.0,2010-12-12 11:17:00,2011-11-20 12:36:00,UNITED KINGDOM,343
14161.0,3,104,87,450.0,4.326923076923077,0.0,18.0,2010-12-05 13:18:00,2011-05-08 11:41:00,UNITED KINGDOM,153
14162.0,2,25,25,142.0,5.68,0.0,18.0,2011-02-20 12:32:00,2011-06-19 11:36:00,UNITED KINGDOM,118
14163.0,4,52,36,893.0,17.173076923076923,0.0,18.0,2011-04-14 17:33:00,2011-09-13 15:18:00,UNITED KINGDOM,151
14164.0,2,29,28,1033.0,35.62068965517241,0.0,18.0,2011-09-20 12:18:00,2011-09-30 12:24:00,UNITED KINGDOM,10
14165.0,1,24,23,53.0,2.2083333333333335,0.0,18.0,2011-03-09 12:39:00,2011-03-09 12:39:00,UNITED KINGDOM,0
14167.0,4,50,27,147.0,2.94,0.0,18.0,2011-01-12 15:44:00,2011-10-31 14:29:00,UNITED KINGDOM,291
14171.0,1,58,57,167.0,2.8793103448275863,0.0,18.0,2011-09-02 16:43:00,2011-09-02 16:43:00,UNITED KINGDOM,0
14173.0,4,29,28,150.0,5.172413793103448,0.0,18.0,2011-05-04 14:03:00,2011-11-29 11:54:00,UNITED KINGDOM,208
14174.0,1,26,26,94.0,3.6153846153846154,0.0,18.0,2011-11-06 13:17:00,2011-11-06 13:17:00,UNITED KINGDOM,0
14175.0,3,149,139,1515.0,10.167785234899329,0.0,18.0,2011-01-14 12:22:00,2011-10-11 11:55:00,UNITED KINGDOM,269
14176.0,4,31,28,209.0,6.741935483870968,0.0,18.0,2010-12-07 11:45:00,2011-02-15 13:12:00,UNITED KINGDOM,70
14177.0,4,41,37,204.0,4.975609756097561,0.0,18.0,2011-06-13 11:10:00,2011-09-14 15:11:00,UNITED KINGDOM,93
14178.0,7,318,191,1494.0,4.69811320754717,20.0,10.0,2011-06-10 12:51:00,2011-12-01 12:01:00,UNITED KINGDOM,173
14179.0,2,157,135,319.0,2.031847133757962,0.0,18.0,2011-10-18 14:00:00,2011-10-30 12:07:00,UNITED KINGDOM,11
14180.0,25,240,111,719.0,2.995833333333333,165.0,165.0,2010-12-02 13:08:00,2011-11-29 10:56:00,UNITED KINGDOM,361
14184.0,1,24,24,127.0,5.291666666666667,0.0,18.0,2011-10-04 12:43:00,2011-10-04 12:43:00,UNITED KINGDOM,0
14185.0,1,3,3,6.0,2.0,165.0,165.0,2011-01-12 13:52:00,2011-01-12 13:52:00,UNITED KINGDOM,0
14188.0,6,65,36,1162.0,17.876923076923077,0.0,18.0,2011-02-02 13:46:00,2011-11-09 12:45:00,UNITED KINGDOM,279
14189.0,15,265,177,3937.0,14.856603773584906,0.0,18.0,2010-12-06 11:42:00,2011-12-07 15:55:00,UNITED KINGDOM,366
14191.0,13,259,145,3662.0,14.13899613899614,0.0,18.0,2011-05-03 10:30:00,2011-12-08 09:23:00,UNITED KINGDOM,218
14193.0,2,42,35,445.0,10.595238095238095,0.0,18.0,2011-03-15 11:38:00,2011-10-03 09:34:00,UNITED KINGDOM,201
14194.0,21,579,274,5840.0,10.08635578583765,2.0,1.0,2011-02-04 14:51:00,2011-12-05 10:38:00,UNITED KINGDOM,303
14195.0,2,7,7,760.0,108.57142857142857,1.0,1.0,2011-04-01 16:50:00,2011-05-22 10:29:00,UNITED KINGDOM,50
14196.0,1,6,6,142.0,23.666666666666668,0.0,18.0,2011-08-25 10:25:00,2011-08-25 10:25:00,UNITED KINGDOM,0
14198.0,4,39,36,290.0,7.435897435897436,0.0,18.0,2011-04-14 14:54:00,2011-11-21 16:35:00,UNITED KINGDOM,221
14199.0,1,2,2,28.0,14.0,0.0,18.0,2011-05-05 13:44:00,2011-05-05 13:44:00,UNITED KINGDOM,0
14201.0,7,37,32,590.0,15.945945945945946,0.0,18.0,2010-12-15 13:25:00,2011-10-10 13:27:00,UNITED KINGDOM,299
14204.0,1,39,36,72.0,1.8461538461538463,0.0,18.0,2011-12-07 13:38:00,2011-12-07 13:38:00,UNITED KINGDOM,0
14205.0,2,24,23,204.0,8.5,0.0,18.0,2011-03-20 15:07:00,2011-11-23 10:55:00,UNITED KINGDOM,247
14206.0,1,20,20,276.0,13.8,0.0,18.0,2011-04-14 16:38:00,2011-04-14 16:38:00,UNITED KINGDOM,0
14208.0,1,10,10,114.0,11.4,0.0,18.0,2011-09-06 12:48:00,2011-09-06 12:48:00,UNITED KINGDOM,0
14209.0,6,87,56,691.0,7.942528735632184,0.0,18.0,2011-01-11 12:56:00,2011-11-29 10:18:00,UNITED KINGDOM,321
14210.0,6,101,65,740.0,7.326732673267327,0.0,18.0,2010-12-03 12:43:00,2011-08-26 12:36:00,UNITED KINGDOM,265
14211.0,9,112,87,1242.0,11.089285714285714,0.0,18.0,2011-02-17 15:50:00,2011-10-17 13:23:00,UNITED KINGDOM,241
14212.0,1,9,9,1152.0,128.0,0.0,18.0,2011-09-11 12:45:00,2011-09-11 12:45:00,UNITED KINGDOM,0
14214.0,5,67,64,751.0,11.208955223880597,0.0,18.0,2011-03-07 12:26:00,2011-11-09 10:31:00,UNITED KINGDOM,246
14215.0,6,108,98,1358.0,12.574074074074074,0.0,18.0,2010-12-06 15:34:00,2011-11-28 12:19:00,UNITED KINGDOM,356
14216.0,4,59,47,594.0,10.067796610169491,40.0,20.0,2011-11-02 10:51:00,2011-12-06 14:56:00,UNITED KINGDOM,34
14217.0,17,100,78,689.0,6.89,0.0,18.0,2010-12-08 13:28:00,2011-12-08 11:53:00,UNITED KINGDOM,364
14218.0,1,12,12,160.0,13.333333333333334,0.0,18.0,2011-10-28 10:00:00,2011-10-28 10:00:00,UNITED KINGDOM,0
14219.0,1,7,7,78.0,11.142857142857142,0.0,18.0,2011-12-05 16:23:00,2011-12-05 16:23:00,UNITED KINGDOM,0
14220.0,2,21,21,272.0,12.952380952380953,0.0,18.0,2010-12-16 18:18:00,2011-04-06 13:23:00,UNITED KINGDOM,110
14221.0,9,193,123,2191.0,11.352331606217616,0.0,18.0,2011-01-04 15:33:00,2011-10-28 13:42:00,UNITED KINGDOM,296
14222.0,1,41,41,607.0,14.804878048780488,0.0,18.0,2011-06-15 16:42:00,2011-06-15 16:42:00,UNITED KINGDOM,0
14223.0,3,60,50,585.0,9.75,0.0,18.0,2011-03-20 16:02:00,2011-09-08 13:38:00,UNITED KINGDOM,171
14224.0,4,113,105,483.0,4.274336283185841,0.0,18.0,2011-01-23 13:58:00,2011-08-21 13:24:00,UNITED KINGDOM,209
14226.0,5,66,64,1296.0,19.636363636363637,0.0,18.0,2011-03-15 15:36:00,2011-11-11 11:34:00,UNITED KINGDOM,240
14227.0,10,175,118,1820.0,10.4,0.0,18.0,2011-02-28 12:27:00,2011-11-13 15:48:00,UNITED KINGDOM,258
14229.0,3,40,29,610.0,15.25,0.0,18.0,2011-01-10 12:03:00,2011-10-19 10:04:00,UNITED KINGDOM,281
14231.0,3,50,47,409.0,8.18,0.0,18.0,2011-02-24 11:55:00,2011-06-09 11:05:00,UNITED KINGDOM,104
14232.0,5,115,81,1941.0,16.878260869565217,0.0,18.0,2011-03-20 12:44:00,2011-10-28 11:09:00,UNITED KINGDOM,221
14233.0,4,35,30,680.0,19.428571428571427,0.0,18.0,2011-01-26 12:43:00,2011-10-21 15:54:00,UNITED KINGDOM,268
14234.0,4,147,122,951.0,6.469387755102041,0.0,18.0,2011-10-13 13:58:00,2011-11-17 17:53:00,UNITED KINGDOM,35
14235.0,5,79,66,1959.0,24.79746835443038,0.0,18.0,2011-03-24 13:23:00,2011-09-25 14:37:00,UNITED KINGDOM,185
14236.0,2,15,15,310.0,20.666666666666668,0.0,18.0,2010-12-02 18:49:00,2011-09-20 09:13:00,UNITED KINGDOM,291
14237.0,1,9,9,38.0,4.222222222222222,0.0,18.0,2010-12-01 13:20:00,2010-12-01 13:20:00,UNITED KINGDOM,0
14238.0,1,8,8,111.0,13.875,0.0,18.0,2011-01-17 14:40:00,2011-01-17 14:40:00,UNITED KINGDOM,0
14239.0,11,112,83,993.0,8.866071428571429,0.0,18.0,2011-01-27 14:45:00,2011-10-27 14:40:00,UNITED KINGDOM,272
14240.0,2,42,38,418.0,9.952380952380953,0.0,18.0,2011-04-28 11:40:00,2011-11-09 13:45:00,UNITED KINGDOM,195
14241.0,1,10,10,146.0,14.6,0.0,18.0,2011-06-09 11:46:00,2011-06-09 11:46:00,UNITED KINGDOM,0
14242.0,2,16,13,123.0,7.6875,0.0,18.0,2011-01-18 08:53:00,2011-04-19 11:46:00,UNITED KINGDOM,91
14243.0,10,141,99,1221.0,8.659574468085106,0.0,18.0,2010-12-09 08:34:00,2011-12-01 11:12:00,UNITED KINGDOM,357
14245.0,2,108,107,976.0,9.037037037037036,0.0,18.0,2011-03-21 10:41:00,2011-05-04 08:40:00,UNITED KINGDOM,43
14246.0,3,75,57,804.0,10.72,0.0,18.0,2011-04-08 08:25:00,2011-08-21 11:50:00,UNITED KINGDOM,135
14247.0,1,20,19,47.0,2.35,0.0,18.0,2011-03-06 15:21:00,2011-03-06 15:21:00,UNITED KINGDOM,0
14248.0,1,8,8,102.0,12.75,0.0,18.0,2011-01-25 14:45:00,2011-01-25 14:45:00,UNITED KINGDOM,0
14250.0,3,111,94,1200.0,10.81081081081081,0.0,18.0,2011-09-11 13:44:00,2011-12-02 14:30:00,UNITED KINGDOM,82
14251.0,5,78,37,1674.0,21.46153846153846,0.0,18.0,2011-10-13 12:46:00,2011-12-08 08:32:00,UNITED KINGDOM,55
14256.0,2,53,51,414.0,7.811320754716981,0.0,18.0,2010-12-10 11:44:00,2011-03-24 13:17:00,UNITED KINGDOM,104
14257.0,5,106,88,1682.0,15.867924528301886,0.0,18.0,2011-01-25 10:49:00,2011-10-06 16:54:00,UNITED KINGDOM,254
14258.0,9,111,59,7100.0,63.96396396396396,0.0,18.0,2011-01-06 12:18:00,2011-11-30 15:27:00,UNITED KINGDOM,328
14259.0,1,5,5,68.0,13.6,0.0,18.0,2011-07-21 10:44:00,2011-07-21 10:44:00,UNITED KINGDOM,0
14261.0,2,52,52,406.0,7.8076923076923075,0.0,18.0,2011-09-22 10:47:00,2011-10-20 10:04:00,UNITED KINGDOM,27
14262.0,8,143,88,1645.0,11.503496503496503,0.0,18.0,2011-04-13 12:23:00,2011-12-01 14:17:00,UNITED KINGDOM,232
14264.0,2,17,15,70.0,4.117647058823529,0.0,18.0,2011-04-08 12:20:00,2011-07-08 10:20:00,UNITED KINGDOM,90
14265.0,2,31,31,330.0,10.64516129032258,0.0,18.0,2011-07-14 09:10:00,2011-08-22 13:32:00,UNSPECIFIED,39
14267.0,3,55,25,530.0,9.636363636363637,0.0,18.0,2011-03-24 11:38:00,2011-06-30 10:09:00,UNITED KINGDOM,97
14270.0,1,29,29,197.0,6.793103448275862,0.0,18.0,2011-01-12 09:33:00,2011-01-12 09:33:00,UNITED KINGDOM,0
14271.0,1,10,10,88.0,8.8,0.0,18.0,2011-04-28 12:47:00,2011-04-28 12:47:00,UNITED KINGDOM,0
14272.0,2,33,33,599.0,18.151515151515152,0.0,18.0,2011-03-30 13:57:00,2011-09-27 10:08:00,UNITED KINGDOM,180
14273.0,4,29,22,264.0,9.10344827586207,0.0,18.0,2011-04-11 13:24:00,2011-10-19 13:20:00,UNITED KINGDOM,190
14276.0,3,64,55,744.0,11.625,0.0,18.0,2011-02-23 09:38:00,2011-09-02 09:45:00,UNITED KINGDOM,191
14277.0,3,222,195,1976.0,8.9009009009009,18.0,18.0,2011-05-11 13:20:00,2011-11-24 15:01:00,FRANCE,197
14280.0,1,8,8,52.0,6.5,0.0,18.0,2011-05-27 10:37:00,2011-05-27 10:37:00,UNITED KINGDOM,0
14282.0,15,154,73,2656.0,17.246753246753247,0.0,18.0,2010-12-07 12:21:00,2011-12-06 17:04:00,UNITED KINGDOM,364
14284.0,2,32,24,161.0,5.03125,0.0,18.0,2011-09-14 13:04:00,2011-11-09 08:11:00,UNITED KINGDOM,55
14285.0,4,27,18,541.0,20.037037037037038,0.0,18.0,2011-06-16 12:36:00,2011-11-18 14:50:00,UNITED KINGDOM,155
14286.0,3,280,221,4338.0,15.492857142857142,0.0,18.0,2011-04-11 08:16:00,2011-11-16 10:34:00,UNITED KINGDOM,219
14287.0,3,9,9,261.0,29.0,0.0,18.0,2011-05-25 11:41:00,2011-12-01 13:25:00,UNITED KINGDOM,190
14288.0,1,16,16,188.0,11.75,0.0,18.0,2011-05-10 13:22:00,2011-05-10 13:22:00,UNITED KINGDOM,0
14289.0,6,47,34,292.0,6.212765957446808,0.0,18.0,2011-02-23 12:33:00,2011-12-01 11:44:00,UNITED KINGDOM,280
14290.0,5,101,89,915.0,9.05940594059406,0.0,18.0,2010-12-13 10:24:00,2011-11-28 14:02:00,UNITED KINGDOM,350
14291.0,11,237,145,2749.0,11.59915611814346,0.0,18.0,2011-03-09 15:20:00,2011-12-08 10:26:00,UNITED KINGDOM,273
14292.0,9,100,65,1663.0,16.63,0.0,18.0,2011-03-02 08:26:00,2011-12-02 11:50:00,UNITED KINGDOM,275
14293.0,4,61,52,709.0,11.62295081967213,0.0,18.0,2010-12-06 10:18:00,2011-12-06 15:17:00,UNITED KINGDOM,365
14295.0,1,5,5,84.0,16.8,0.0,18.0,2011-10-30 15:50:00,2011-10-30 15:50:00,UNITED KINGDOM,0
14297.0,4,62,48,865.0,13.951612903225806,0.0,18.0,2011-03-10 08:31:00,2011-11-22 09:06:00,UNITED KINGDOM,257
14298.0,44,1635,890,58283.0,35.64709480122324,5.0,5.0,2010-12-14 12:59:00,2011-12-01 13:12:00,UNITED KINGDOM,352
14299.0,9,143,95,2149.0,15.027972027972028,0.0,18.0,2010-12-09 10:30:00,2011-12-01 16:05:00,UNITED KINGDOM,357
14300.0,1,3,3,32.0,10.666666666666666,0.0,18.0,2011-11-21 08:57:00,2011-11-21 08:57:00,UNITED KINGDOM,0
14301.0,1,13,13,606.0,46.61538461538461,0.0,18.0,2011-08-14 15:33:00,2011-08-14 15:33:00,UNITED KINGDOM,0
14304.0,1,17,17,139.0,8.176470588235293,0.0,18.0,2011-05-01 11:50:00,2011-05-01 11:50:00,UNITED KINGDOM,0
14305.0,3,105,96,1089.0,10.371428571428572,15.0,15.0,2011-07-27 14:14:00,2011-09-29 15:29:00,UNITED KINGDOM,64
14306.0,2,33,33,1075.0,32.57575757575758,0.0,18.0,2011-09-15 10:31:00,2011-10-19 13:23:00,UNITED KINGDOM,34
14307.0,6,180,150,2058.0,11.433333333333334,0.0,18.0,2010-12-01 11:41:00,2011-09-12 09:38:00,UNITED KINGDOM,284
14309.0,9,117,74,1633.0,13.957264957264957,0.0,18.0,2010-12-16 13:05:00,2011-12-01 13:33:00,UNITED KINGDOM,350
14311.0,1,20,20,146.0,7.3,0.0,18.0,2011-04-11 10:14:00,2011-04-11 10:14:00,UNITED KINGDOM,0
14312.0,6,87,74,1012.0,11.632183908045977,0.0,18.0,2011-01-06 16:35:00,2011-10-24 09:46:00,UNITED KINGDOM,290
14314.0,1,8,8,296.0,37.0,0.0,18.0,2011-08-25 10:39:00,2011-08-25 10:39:00,UNITED KINGDOM,0
14315.0,6,101,64,1021.0,10.108910891089108,0.0,18.0,2011-03-18 12:59:00,2011-10-26 12:06:00,UNITED KINGDOM,221
14317.0,1,24,24,255.0,10.625,0.0,18.0,2011-10-06 10:44:00,2011-10-06 10:44:00,UNITED KINGDOM,0
14320.0,2,31,29,325.0,10.483870967741936,0.0,18.0,2011-01-11 09:12:00,2011-05-17 09:24:00,UNITED KINGDOM,126
14321.0,5,123,111,2406.0,19.5609756097561,0.0,18.0,2011-01-10 11:35:00,2011-11-29 09:47:00,UNITED KINGDOM,322
14323.0,2,36,32,350.0,9.722222222222221,0.0,18.0,2011-04-15 11:44:00,2011-08-17 11:37:00,UNITED KINGDOM,123
14326.0,1,8,8,103.0,12.875,0.0,18.0,2011-04-11 15:04:00,2011-04-11 15:04:00,UNITED KINGDOM,0
14327.0,1,12,12,139.0,11.583333333333334,0.0,18.0,2011-06-29 13:58:00,2011-06-29 13:58:00,UNITED KINGDOM,0
14329.0,7,258,220,3087.0,11.965116279069768,0.0,18.0,2011-01-14 13:42:00,2011-11-22 15:50:00,UNITED KINGDOM,312
14331.0,2,28,27,252.0,9.0,0.0,18.0,2011-07-27 15:14:00,2011-08-07 13:17:00,UNITED KINGDOM,10
14332.0,3,25,22,463.0,18.52,0.0,18.0,2011-07-15 10:33:00,2011-11-17 11:54:00,UNITED KINGDOM,125
14333.0,1,15,15,58.0,3.8666666666666667,0.0,18.0,2011-10-03 10:38:00,2011-10-03 10:38:00,UNITED KINGDOM,0
14334.0,8,162,99,1731.0,10.685185185185185,0.0,18.0,2010-12-16 17:37:00,2011-11-23 10:01:00,UNITED KINGDOM,341
14335.0,2,60,55,375.0,6.25,0.0,18.0,2011-09-04 13:07:00,2011-11-23 13:41:00,GERMANY,80
14336.0,4,90,77,1759.0,19.544444444444444,0.0,18.0,2011-03-08 16:48:00,2011-11-23 11:40:00,UNITED KINGDOM,259
14338.0,2,31,30,335.0,10.806451612903226,0.0,18.0,2011-05-27 13:30:00,2011-07-01 14:08:00,UNITED KINGDOM,35
14339.0,1,14,14,168.0,12.0,0.0,18.0,2011-04-11 11:06:00,2011-04-11 11:06:00,UNITED KINGDOM,0
14340.0,1,6,6,58.0,9.666666666666666,0.0,18.0,2011-05-05 09:44:00,2011-05-05 09:44:00,UNITED KINGDOM,0
